Cod_Suer,ESTADO,ZAE,ZC,Suer,Edad,Variedad,Sac,Rend,Fecha,CICLO,Fecha_Cierre,TCH_REAL,Cort_Act,TCHM_R,Area_Actual,Cana_Ent,Ano,Mes,F_C_Ant,30_DAC,PST_0-4_Meses,PRC_4-9_Meses,0-15_DDC,16-30_DDC,31-45_DDC,46-60_DDC,61-75_DDC,76-90_DDC,91-105_DDC,106-120_DDC,121-135_DDC,136-150_DDC,151-165_DDC,166-180_DDC,181-195_DDC,196-210_DDC,211-225_DDC,226-240_DDC,241-255_DDC,256-270_DDC,271-285_DDC,30_DAC_Act
030_014A,SOCA,8H4,6,014A,11.43,CC8592,14.67,10.331,15/01/2013,1,11/03/2013,71.88,6,6.289,8.5,611,2013,1,7/02/2012,345,1081,222,152,169,152,112,233,120,113,30,52,0,0,0,50,0,3,20,0,58,39,44
030_014A,SOCA,8H4,6,014A,12.06,CC8592,17.021,12.357,2/02/2012,1,17/02/2012,70.05,5,5.808,10.63,744.6,2012,2,5/02/2011,129,1061,710,86,157,86,185,256,148,98,45,0,73,91,120,1,93,33,37,33,199,63,391
030_014A,SOCA,8H4,6,014A,13.8,CC8592,17.84,12.79,31/01/2011,1,28/02/2011,79.48,4,5.759,10.63,844.9,2011,1,13/12/2009,99,446,719,20,5,20,81,56,4,68,192,94,123,61,52,67,74,23,144,24,0,81,189
030_014A,SOCA,8H4,6,014A,12.85,CC8592,16.137,11.282,7/12/2009,1,15/12/2009,68.94,3,5.365,10.63,732.8,2009,12,16/11/2008,161,558,954,9,70,9,86,156,146,60,22,417,78,8,71,177,65,110,0,110,14,14,141
030_014A,SOCA,8H4,6,014A,13.57,CC8592,15.098,10.474,11/11/2008,1,21/11/2008,50.84,2,3.747,10.46,531.8,2008,11,30/09/2007,50,753,827,110,172,110,53,38,87,62,121,10,120,168,41,102,61,66,103,84,78,78,169
030_014A,PLANTILLA,8H4,6,014A,11.93,CC8592,16.82,12.23,25/09/2007,1,1/10/2007,66.93,1,5.611,10.34,692.1,2007,9,2/10/2006,45,579,637,82,22,82,74,129,88,47,55,0,28,31,134,74,157,17,94,17,59,43,43
030_014A,SOCA,8H4,6,014A,12.45,CC8592,16.453,11.811,11/08/2006,0,24/08/2006,64,3,5.14,10.66,682.2,2006,8,2/08/2005,33,545,1148,16,23,16,116,77,142,87,68,108,118,85,133,43,71,124,88,118,308,70,41
030_014A,SOCA,8H4,6,014A,12.55,CC8592,17.541,12.079,27/07/2005,0,2/08/2005,86.39,2,6.883,10.66,920.9,2005,7,15/07/2004,119,525,639,2,0,2,38,65,171,102,145,89,79,37,70,69,54,13,106,18,82,40,38
030_014B,SOCA,8H4,6,014B,14.29,CC8592,15.9,11.214,16/06/2018,2,19/06/2018,81.22,8,5.684,2.59,210.4,2018,6,13/04/2017,286,403,666,66,169,66,26,62,0,10,4,15,23,38,72,61,83,110,44,104,58,162,146
030_014B,SOCA,8H4,6,014B,12.71,CC8592,17.88,12.807,5/04/2017,2,10/04/2017,61.88,7,4.869,2.59,160.3,2017,4,19/03/2016,114,645,455,165,83,165,127,59,15,3,28,67,1,6,29,2,93,58,81,58,67,51,263
030_014B,SOCA,8H4,6,014B,12.52,CC8592,17.03,12.128,15/03/2016,2,22/03/2016,94.66,6,7.561,2.59,245.2,2016,3,5/03/2015,83,388,378,96,108,96,30,8,36,14,0,0,11,0,0,5,27,25,55,23,126,129,85
030_014B,SOCA,8H4,6,014B,12.55,CC8592,18.79,13.013,1/03/2015,2,3/03/2015,72.85,5,5.805,2.59,188.7,2015,3,17/02/2014,217,873,534,85,100,85,39,248,151,87,78,22,22,0,6,5,21,45,175,50,68,170,84
030_014B,SOCA,8H4,6,014B,12.88,CC8592,17.68,12.6,10/02/2014,2,18/02/2014,89.99,4,6.987,2.59,233.1,2014,2,19/01/2013,86,658,377,65,136,65,137,23,56,87,89,65,20,8,14,0,26,66,44,66,79,55,159
030_014B,SOCA,8H4,6,014B,11.43,CC8592,15.73,11.105,15/01/2013,2,11/03/2013,73.99,3,6.473,2.59,191.6,2013,1,7/02/2012,345,1081,222,152,169,152,112,233,120,113,30,52,0,0,0,50,0,3,20,0,58,39,44
030_014B,SOCA,8H4,6,014B,12.06,CC8592,17.52,12.705,2/02/2012,2,17/02/2012,43.1,2,3.574,2.59,111.6,2012,2,5/02/2011,129,1061,710,86,157,86,185,256,148,98,45,0,73,91,120,1,93,33,37,33,199,63,391
030_014B,PLANTILLA,8H4,6,014B,15.47,CC8592,16.01,11.39,31/01/2011,2,28/02/2011,75.85,1,4.903,2.59,196.5,2011,1,23/10/2009,144,472,793,63,78,63,101,50,5,20,92,49,52,98,135,175,38,82,52,103,65,47,189
030_014B,SOCA,8H4,6,014B,14.69,CC8592,18.054,12.994,12/09/2009,1,15/09/2009,59.56,3,4.055,2.58,153.7,2009,9,28/06/2008,119,407,1058,45,21,45,71,66,67,43,49,120,84,73,37,74,121,149,74,141,60,266,64
030_014B,SOCA,8H4,6,014B,20.3,CC8592,15.343,11.167,21/06/2008,1,1/07/2008,125.26,2,6.171,2.62,328.2,2008,6,21/10/2006,56,582,662,102,89,102,111,71,65,37,5,23,43,132,83,138,38,103,31,105,41,30,172
030_014B,PLANTILLA,8H4,6,014B,11.73,CC8592,15.966,11.327,13/10/2006,1,20/10/2006,64.31,1,5.482,2.8,180.1,2006,10,26/10/2005,225,667,949,62,100,62,128,109,121,59,26,157,93,258,78,134,70,127,30,126,2,0,65
030_014B,SOCA,8H4,6,014B,14.59,CC8475,16.84,11.57,27/07/2005,0,2/08/2005,77.88,5,5.338,2.8,218.1,2005,7,15/05/2004,193,180,876,0,15,0,109,15,1,0,40,44,183,93,137,115,79,37,70,47,69,49,38
030_014C,SOCA,8H4,6,014C,12.48,CC8592,14.11,9.647,27/11/2018,1,3/12/2018,65.33,9,5.234,0.49,32,2018,11,17/11/2017,188,600,635,58,78,58,178,39,125,30,34,124,158,40,97,111,35,18,3,15,0,49,312
030_014C,SOCA,8H4,6,014C,15.34,CC8592,16.55,10.898,11/11/2017,1,14/11/2017,55.87,8,3.642,0.49,27.4,2017,11,7/08/2016,77,400,788,26,11,26,32,88,34,140,43,16,73,106,66,7,45,60,203,60,132,80,169
030_014C,SOCA,8H4,6,014C,12.91,CC8592,17.06,12.029,1/08/2016,1,9/08/2016,135.38,7,10.487,0.49,66.3,2016,8,10/07/2015,2,202,372,0,0,0,0,25,17,15,145,123,42,10,11,9,11,10,62,19,52,42,95
030_014C,SOCA,8H4,6,014C,12.88,CC8592,15.4,10.837,5/07/2015,1,13/07/2015,43.38,6,3.368,0.48,20.8,2015,7,13/06/2014,165,294,709,0,42,0,6,0,15,56,175,58,143,132,102,91,0,71,71,71,13,28,8
030_014C,SOCA,8H4,6,014C,12.19,CC8592,16.23,11.427,8/06/2014,1,10/06/2014,136.35,5,11.186,0.48,65.5,2014,6,7/06/2013,76,251,1355,14,8,14,0,36,56,71,52,75,182,79,214,212,62,191,126,203,91,123,231
030_014D,SOCA,8H4,6,014D,12.52,CC8592,15.28,10.423,28/11/2018,1,3/12/2018,39.45,11,3.151,0.42,16.6,2018,11,17/11/2017,188,600,635,58,78,58,178,39,125,30,34,124,158,40,97,111,35,18,3,15,0,49,307
030_014D,SOCA,8H4,6,014D,17.64,CC8592,19.21,12.854,11/11/2017,1,14/11/2017,119.14,10,6.754,0.42,50,2017,11,30/05/2016,206,164,605,28,3,28,67,1,0,20,17,78,58,83,79,52,30,81,137,74,0,7,169
030_014D,SOCA,8H4,6,014D,13.04,CC8592,16.88,11.898,24/05/2016,1,1/06/2016,99.63,9,7.641,0.41,40.9,2016,5,28/04/2015,133,99,397,30,26,30,2,0,11,0,0,5,20,17,55,135,98,37,10,42,11,9,292
030_014D,SOCA,8H4,6,014D,12.65,CC8592,16.25,11.297,22/04/2015,1,27/04/2015,64.71,8,5.115,0.41,26.5,2015,4,7/04/2014,133,720,778,135,253,135,81,72,44,0,0,6,5,39,37,192,51,194,77,190,152,25,220
030_014D,SOCA,8H4,6,014D,13.93,CC8592,18.7,12.915,2/04/2014,1,8/04/2014,70.62,7,5.07,0.41,29,2014,4,8/02/2013,236,676,522,154,65,154,6,95,126,37,39,20,8,14,0,36,56,71,52,71,122,143,182
030_015,SOCA,6H5,6,15,12.75,CC011940,18.646,13.556,27/07/2018,2,31/07/2018,60.53,3,4.748,8.03,486.1,2018,7,9/07/2017,77,315,852,19,0,19,3,33,95,7,139,104,30,78,101,172,0,154,6,134,57,150,18
030_015,SOCA,6H5,6,15,14.95,CC011940,16.61,11.89,2/07/2017,2,4/07/2017,75.71,2,5.064,8.03,607.9,2017,7,9/04/2016,76,501,464,37,255,37,64,13,18,38,39,1,11,26,32,88,34,140,43,100,16,73,88
030_015,PLANTILLA,6H5,6,15,12.39,CC011940,15.54,11.133,4/04/2016,2,11/04/2016,49.24,1,3.974,8.03,395.4,2016,4,29/03/2015,331,189,377,0,120,0,26,30,2,0,11,0,0,5,20,17,55,135,98,145,37,10,96
030_015,SOCA,6H5,6,15,13.37,CC8592,16.066,11.277,3/02/2015,1,13/02/2015,52.88,4,3.955,50.38,2664,2015,2,28/12/2013,288,843,496,85,74,85,104,157,107,37,194,164,64,147,2,42,0,0,6,0,15,56,98
030_015,SOCA,6H5,6,15,12.65,CC8592,15.31,10.84,24/12/2013,1,2/01/2014,60.66,3,4.795,50.9,3087.7,2013,12,9/12/2012,160,607,431,81,0,81,135,85,65,150,10,95,110,35,57,20,8,14,0,14,36,56,335
030_015,SOCA,6H5,6,15,12.25,CC8592,14.872,10.392,2/12/2012,1,8/01/2013,47.9,2,3.91,50.9,2438.3,2012,12,30/11/2011,250,1102,656,91,129,91,283,96,123,115,174,96,212,145,71,30,52,0,0,0,0,50,143
030_015,PLANTILLA,6H5,6,15,12.81,CC8592,17.499,12.414,26/11/2011,1,29/11/2011,67.13,1,5.24,50.9,3416.8,2011,11,6/11/2010,185,1055,1102,106,165,106,207,49,76,189,157,72,199,256,148,98,34,11,73,11,91,120,234
030_018,SOCA,9H3,6,18,13.77,SP716949,15.87,11.067,17/04/2018,2,24/04/2018,57.26,4,4.158,2.71,155.2,2018,4,27/02/2017,22,959,416,232,59,232,113,169,66,26,62,0,10,4,15,23,38,72,61,70,83,110,278
030_018,SOCA,9H3,6,18,13.04,SP716949,16.82,12.008,21/02/2017,2,28/02/2017,65.8,3,5.046,2.71,178.3,2017,2,26/01/2016,22,589,330,48,45,48,31,45,83,262,27,74,3,18,50,27,1,14,23,11,35,85,7
030_018,SOCA,9H3,6,18,12.19,SP716949,16.37,11.74,20/01/2016,2,26/01/2016,43.24,2,3.547,2.75,118.9,2016,1,19/01/2015,59,555,118,26,57,26,204,108,96,30,8,36,14,0,0,11,0,0,5,0,27,25,20
030_018,PLANTILLA,9H3,6,18,12.94,SP716949,16.08,10.993,14/01/2015,2,19/01/2015,75.71,1,5.851,2.75,208.2,2015,1,21/12/2013,323,897,623,125,196,125,87,123,107,80,54,238,156,81,72,44,0,0,6,0,5,21,39
030_018,SOCA,9H3,6,18,12.71,CC8592,15.816,11.601,23/11/2013,1,26/11/2013,48.26,3,3.797,16.25,784.2,2013,11,6/11/2012,77,755,499,122,140,122,5,81,112,108,65,147,13,72,71,89,65,20,8,20,14,0,282
030_018,SOCA,9H3,6,18,11.63,CC8592,15.502,10.897,30/10/2012,1,7/11/2012,63.22,2,5.436,16.25,1027.3,2012,10,16/11/2011,238,1185,780,91,295,91,91,283,96,158,80,174,105,245,103,71,30,52,0,52,0,0,79
030_018,PLANTILLA,9H3,6,18,13.01,CC8592,15.449,11.632,13/11/2011,1,16/11/2011,96.54,1,7.42,16.25,1568.8,2011,11,18/10/2010,120,1232,1195,198,254,198,112,176,91,98,105,241,20,179,233,243,60,60,23,82,0,136,305
030_018A,SOCA,30H2,6,018A,13.77,SP716949,14.58,10.084,17/04/2018,2,24/04/2018,50.4,4,3.66,2.44,123,2018,4,27/02/2017,22,959,416,232,59,232,113,169,66,26,62,0,10,4,15,23,38,72,61,70,83,110,278
030_018A,SOCA,30H2,6,018A,13.04,SP716949,14.67,10.136,21/02/2017,2,28/02/2017,70.89,3,5.436,2.44,173,2017,2,26/01/2016,22,589,330,48,45,48,31,45,83,262,27,74,3,18,50,27,1,14,23,11,35,85,7
030_018A,SOCA,30H2,6,018A,12.19,SP716949,16.57,11.729,20/01/2016,2,26/01/2016,65.76,2,5.394,2.51,165.1,2016,1,19/01/2015,59,555,118,26,57,26,204,108,96,30,8,36,14,0,0,11,0,0,5,0,27,25,20
030_018A,PLANTILLA,30H2,6,018A,12.94,SP716949,16.62,11.399,14/01/2015,2,19/01/2015,80.68,1,6.235,1.93,155.7,2015,1,21/12/2013,323,897,623,125,196,125,87,123,107,80,54,238,156,81,72,44,0,0,6,0,5,21,39
030_018B,PLANTILLA,30H2,6,018B,12.94,SP716949,17.36,11.94,14/01/2015,2,19/01/2015,54.86,1,4.24,0.58,31.8,2015,1,21/12/2013,323,897,623,125,196,125,87,123,107,80,54,238,156,81,72,44,0,0,6,0,5,21,39
030_018C,SOCA,9H3,6,018C,13.77,RB732223,16.35,11.307,16/04/2018,2,24/04/2018,67.78,4,4.922,3.51,237.9,2018,4,26/02/2017,17,959,420,232,69,232,113,149,86,11,67,10,10,0,19,23,38,70,63,95,83,104,282
030_018C,SOCA,9H3,6,018C,12.94,RB732223,17.387,12.323,22/02/2017,2,28/02/2017,50.43,3,3.897,3.51,177,2017,2,30/01/2016,22,592,334,49,36,49,32,122,87,183,34,62,3,18,77,1,0,14,23,14,68,68,7
030_018C,SOCA,9H3,6,018C,12.29,RB732223,16.022,11.528,22/01/2016,2,15/02/2016,53.81,2,4.379,3.51,188.9,2016,1,18/01/2015,59,555,113,26,57,26,204,108,72,54,8,36,14,0,0,11,0,0,5,0,24,23,20
030_018C,PLANTILLA,9H3,6,018C,12.91,RB732223,17.694,12.292,13/01/2015,2,19/01/2015,60.85,1,4.713,5.26,320.1,2015,1,21/12/2013,323,897,623,125,196,125,87,123,107,80,54,238,156,81,72,44,0,0,6,0,5,21,37
030_018D,SOCA,9H3,6,018D,13.83,CC011940,17.004,11.894,17/04/2018,2,24/04/2018,65.58,4,4.742,5.73,375.8,2018,4,26/02/2017,17,959,420,232,69,232,113,149,86,11,67,10,10,0,19,23,38,70,63,95,83,104,278
030_018D,SOCA,9H3,6,018D,13.01,CC011940,16.14,11.43,20/02/2017,2,2/03/2017,62.12,3,4.775,5.73,356,2017,2,26/01/2016,22,589,330,48,45,48,31,45,83,262,27,74,3,18,50,27,1,14,23,11,35,85,12
030_018D,SOCA,9H3,6,018D,12.16,CC011940,18.9,13.814,20/01/2016,2,26/01/2016,55.84,2,4.592,5.73,319.9,2016,1,20/01/2015,50,555,118,26,57,26,218,94,96,30,8,36,14,0,0,11,0,0,5,0,37,15,20
030_018D,PLANTILLA,9H3,6,018D,12.94,CC011940,17.14,11.867,14/01/2015,2,19/01/2015,85.11,1,6.577,5.73,487.7,2015,1,21/12/2013,323,897,623,125,196,125,87,123,107,80,54,238,156,81,72,44,0,0,6,0,5,21,39
030_019,SOCA,6H3,6,19,13.77,CC011940,15.441,10.75,17/04/2018,2,24/04/2018,66.91,4,4.859,9.84,658.4,2018,4,27/02/2017,22,959,416,232,59,232,113,169,66,26,62,0,10,4,15,23,38,72,61,70,83,110,278
030_019,SOCA,6H3,6,19,13.04,CC011940,16.524,11.682,21/02/2017,2,28/02/2017,50.75,3,3.892,9.84,499.4,2017,2,26/01/2016,22,589,330,48,45,48,31,45,83,262,27,74,3,18,50,27,1,14,23,11,35,85,7
030_019,SOCA,6H3,6,19,12.19,CC011940,16.4,11.751,20/01/2016,2,26/01/2016,57.24,2,4.696,7.97,456.2,2016,1,19/01/2015,59,555,118,26,57,26,204,108,96,30,8,36,14,0,0,11,0,0,5,0,27,25,20
030_019,PLANTILLA,6H3,6,19,12.94,CC011940,17.356,12.077,14/01/2015,2,19/01/2015,89.17,1,6.891,7.97,710.7,2015,1,21/12/2013,323,897,623,125,196,125,87,123,107,80,54,238,156,81,72,44,0,0,6,0,5,21,39
030_019,SOCA,6H3,6,19,12.52,CC8592,17.114,12.177,23/11/2013,1,26/11/2013,54.26,3,4.334,23.4,1269.6,2013,11,12/11/2012,72,747,512,122,135,122,0,112,159,60,37,152,6,96,127,38,36,28,0,20,14,15,282
030_019,SOCA,6H3,6,19,11.66,CC8592,17.388,12.015,13/11/2012,1,22/11/2012,53.49,2,4.588,23.4,1251.7,2012,11,29/11/2011,250,1153,656,94,174,94,283,87,80,159,182,96,200,157,71,30,52,0,0,0,0,50,72
030_019,PLANTILLA,6H3,6,19,12.78,CC8592,17.279,12.562,20/11/2011,1,22/11/2011,87.99,1,6.885,23.4,2058.9,2011,11,1/11/2010,165,1148,1131,123,224,123,176,91,98,84,229,53,144,258,232,59,82,23,0,23,130,150,245
030_019A,SOCA,9H3,6,019A,13.73,RB732223,15.72,10.879,16/04/2018,2,24/04/2018,85.32,4,6.214,1.78,151.9,2018,4,28/02/2017,22,864,416,142,144,142,113,171,64,35,53,0,10,14,5,23,38,72,71,72,98,85,282
030_019A,SOCA,9H3,6,019A,12.98,RB732223,18.147,13.062,21/02/2017,2,28/02/2017,73.92,3,5.695,1.78,131.6,2017,2,28/01/2016,22,601,328,48,45,48,31,125,41,229,34,62,3,18,67,10,1,14,23,14,67,63,7
030_019A,SOCA,9H3,6,019A,12.29,RB732223,17.383,12.468,22/01/2016,2,15/02/2016,65.43,2,5.324,1.78,116.5,2016,1,18/01/2015,59,555,113,26,57,26,204,108,72,54,8,36,14,0,0,11,0,0,5,0,24,23,20
030_019A,PLANTILLA,9H3,6,019A,12.91,RB732223,16.89,11.618,13/01/2015,2,19/01/2015,76.99,1,5.964,3.63,279.5,2015,1,21/12/2013,323,897,623,125,196,125,87,123,107,80,54,238,156,81,72,44,0,0,6,0,5,21,37
030_019B,SOCA,6H3,6,019B,13.8,SP716949,16.251,11.314,18/04/2018,2,24/04/2018,70.51,4,5.109,11.8,832,2018,4,28/02/2017,22,864,416,142,144,142,113,171,64,35,53,0,10,14,5,23,38,72,71,72,98,85,263
030_019B,SOCA,6H3,6,019B,13.04,SP716949,17.407,12.476,21/02/2017,2,28/02/2017,61.7,3,4.732,11.8,728.1,2017,2,26/01/2016,22,589,330,48,45,48,31,45,83,262,27,74,3,18,50,27,1,14,23,11,35,85,7
030_019B,SOCA,6H3,6,019B,12.22,SP716949,17.697,12.844,21/01/2016,2,15/02/2016,55.03,2,4.503,11.8,649.3,2016,1,19/01/2015,59,555,118,26,57,26,204,108,96,30,8,36,14,0,0,11,0,0,5,0,27,25,20
030_019B,PLANTILLA,6H3,6,019B,12.91,SP716949,17.437,12.108,14/01/2015,2,19/01/2015,53.76,1,4.164,11.8,634.4,2015,1,22/12/2013,338,822,641,115,159,115,74,138,87,86,48,256,138,81,72,44,0,0,6,0,5,39,39
051_001,PLANTILLA,23H3,4,1,11.79,CC011940,16.31,11.556,8/06/2018,2,13/06/2018,62.79,1,5.326,3.51,220.4,2018,6,19/06/2017,31,227,512,35,6,35,0,7,16,71,57,57,69,80,73,72,39,1,7,2,102,12,110
051_001,SOCA,23H3,4,1,11.96,CC934418,16.257,11.571,20/05/2017,1,22/05/2017,77.91,4,6.515,3.51,273.5,2017,5,26/05/2016,130,130,474,4,1,4,15,0,0,61,45,57,57,59,88,19,26,32,120,35,7,9,149
051_001,SOCA,23H3,4,1,13.14,CC934418,15.11,10.668,20/05/2016,1,23/05/2016,68.82,3,5.238,3.51,241.6,2016,5,21/04/2015,172,112,404,15,29,15,16,0,37,0,0,0,29,36,62,112,107,35,0,35,0,23,137
051_001,SOCA,23H3,4,1,12.75,CC934418,16.84,11.737,15/04/2015,1,20/04/2015,109.56,2,8.593,3.51,384.6,2015,4,28/03/2014,126,316,393,70,89,70,18,31,5,25,8,0,0,17,46,42,75,40,92,40,55,26,37
051_001,PLANTILLA,23H3,4,1,13.21,CC934418,16.3,11.44,23/03/2014,1,26/03/2014,122.37,1,9.264,3.51,429.5,2014,3,19/02/2013,146,419,369,21,78,21,101,67,49,79,3,32,7,0,145,9,19,67,10,67,55,25,86
051_001,SOCA,23H3,4,1,12.12,CC8475,19.92,14.29,10/07/2012,0,18/07/2012,60.09,11,4.958,3.79,227.7,2012,7,12/07/2011,56,765,1025,53,21,53,20,7,117,189,305,161,97,128,62,162,40,32,108,32,106,129,12
051_001,SOCA,23H3,4,1,12.91,CC8475,16.91,12.3,4/07/2011,0,12/07/2011,67.03,10,5.192,3.87,259.4,2011,7,11/06/2010,98,495,938,53,102,53,61,0,74,100,52,53,79,195,161,80,31,10,22,10,149,158,40
051_001,SOCA,23H3,4,1,11.66,CC8475,15.54,10.64,7/06/2010,0,15/06/2010,57.69,9,4.947,3.87,223.2,2010,6,22/06/2009,43,187,236,2,2,2,5,0,26,0,150,22,60,6,95,34,0,0,11,0,8,0,85
051_001,SOCA,23H3,4,1,15.15,CC8475,15.15,10.62,17/06/2009,0,24/06/2009,72.94,8,4.814,3.87,282.3,2009,6,19/03/2008,230,581,643,99,115,99,69,64,45,20,70,13,43,37,102,28,114,60,57,60,141,48,21
051_001,SOCA,23H3,4,1,10.78,CC8475,15.34,10.7,14/03/2008,0,27/03/2008,71.77,7,6.658,3.87,277.8,2008,3,25/04/2007,196,530,836,107,239,107,0,0,50,0,27,48,26,49,221,104,36,168,96,168,22,66,263
051_001,SOCA,23H3,4,1,11.83,CC8475,16.09,11.42,20/04/2007,0,23/04/2007,54.35,6,4.595,3.87,210.3,2007,4,30/04/2006,321,207,610,73,39,73,19,3,0,0,0,15,0,10,32,154,79,98,118,98,48,56,196
051_001,SOCA,23H3,4,1,12.19,CC8475,15.94,11.21,24/04/2006,0,3/05/2006,61.88,5,5.076,3.86,238.9,2006,4,23/04/2005,156,420,840,79,147,79,55,46,14,0,0,2,0,115,98,163,75,91,153,91,44,99,139
051_001,SOCA,23H3,4,1,12.65,CC8475,16.44,11.73,20/04/2005,0,10/06/2005,56.33,4,4.453,10.17,572.9,2005,4,5/04/2004,49,389,581,103,111,103,43,11,0,9,9,0,15,11,134,103,93,147,32,147,46,0,76
051_002,SOCA,9H4,4,2,15.08,CC011940,17.34,12.475,9/01/2018,3,22/01/2018,92.16,5,6.112,1.82,167.7,2018,1,13/10/2016,72,371,633,56,60,56,27,13,67,85,7,11,110,157,48,118,75,49,7,56,18,40,122
051_002,SOCA,9H4,4,2,13.93,CC011940,15.12,10.587,6/10/2016,3,10/10/2016,112.26,4,8.059,1.82,204.3,2016,10,15/08/2015,20,395,366,14,29,14,59,64,178,37,0,0,23,1,5,53,45,13,77,13,35,114,117
051_002,SOCA,9H4,4,2,10.74,CC011940,18.64,12.39,9/08/2015,3,14/08/2015,84.95,3,7.91,1.82,154.6,2015,8,20/09/2014,57,445,456,38,112,38,91,17,70,0,79,41,42,63,66,16,124,34,10,34,41,19,22
051_002,SOCA,9H4,4,2,11.83,CC011922,16.14,11.41,16/10/2012,2,23/10/2012,43.1,4,3.643,6.99,301.3,2012,10,27/10/2011,341,749,652,97,131,97,128,62,202,27,5,110,214,51,131,94,0,0,12,0,0,40,178
051_002,SOCA,9H4,4,2,12.22,CC011922,17.36,12.59,23/10/2011,2,25/10/2011,49.56,3,4.056,6.99,346.4,2011,10,21/10/2010,110,867,731,206,173,206,78,29,10,12,153,143,67,22,210,130,48,16,4,6,38,53,290
051_002,SOCA,9H4,4,2,11.7,CC011922,15.29,11.06,16/10/2010,2,20/10/2010,75.91,2,6.488,6.99,530.6,2010,10,30/10/2009,164,260,639,90,25,90,41,0,0,11,3,5,30,164,28,65,54,44,46,44,104,99,144
051_002,PLANTILLA,9H4,4,2,13.44,CC011922,15.41,10.86,24/10/2009,2,27/10/2009,76.28,1,5.675,6.99,533.2,2009,10,15/09/2008,139,620,646,60,114,60,57,141,48,126,14,49,74,80,45,189,104,7,63,7,18,17,150
051_002,SOCA,9H4,4,2,10.78,CC933826,14.93,10.36,15/03/2008,1,27/03/2008,44.96,3,4.171,7.26,326.4,2008,3,26/04/2007,185,505,842,82,264,82,0,0,50,0,27,48,26,49,221,104,36,171,93,168,22,72,272
051_002,SOCA,9H4,4,2,11.83,CC933826,15.73,11.17,20/04/2007,1,23/04/2007,45.74,2,3.866,7.26,332,2007,4,30/04/2006,321,207,610,73,39,73,19,3,0,0,0,15,0,10,32,154,79,98,118,98,48,56,196
051_002,PLANTILLA,9H4,4,2,13.73,CC933826,15.34,10.77,24/04/2006,1,3/05/2006,50.83,1,3.702,7.24,368,2006,4,8/03/2005,85,680,594,54,73,54,208,147,55,79,10,50,0,0,2,0,115,98,163,98,75,91,139
051_002A,SOCA,30H2,4,002A,12.22,CC011940,15.41,10.968,14/01/2018,3,1/02/2018,55.58,5,4.548,0.62,34.5,2018,1,12/01/2017,88,562,299,29,9,29,95,152,61,107,80,42,7,24,34,41,0,1,22,1,32,96,110
051_002A,SOCA,30H2,4,002A,12.62,CC011940,14.85,10.54,6/01/2017,3,10/01/2017,80.92,4,6.412,4.78,386.8,2017,1,24/12/2015,1,238,382,5,24,5,36,55,20,57,36,95,44,112,10,5,5,10,0,11,16,85,58
051_002A,SOCA,30H2,4,002A,11.96,CC011940,17.329,12.47,19/12/2015,3,22/12/2015,71.54,3,5.982,2.54,181.7,2015,12,25/12/2014,74,465,150,0,120,0,42,80,56,16,151,10,29,15,16,15,22,0,0,0,0,43,31
051_002A,SOCA,30H2,4,002A,14.65,CC011940,16.207,11.263,20/12/2014,3,23/12/2014,90.47,2,6.176,2.54,229.8,2014,12,6/10/2013,86,421,434,80,55,80,80,33,34,48,11,72,45,41,47,27,72,71,35,71,3,21,81
051_002B,SOCA,30H2,4,002B,13.17,CC011940,19.84,14.29,21/10/2015,3,27/10/2015,84.43,3,6.41,2.23,188.3,2015,10,20/09/2014,57,445,456,38,112,38,91,17,70,0,79,41,42,63,66,16,124,34,10,34,41,19,84
051_002C,SOCA,30H2,4,002C,14.19,CC011940,19.841,13.857,15/03/2018,3,21/03/2018,55.85,5,3.936,4.15,231.8,2018,3,13/01/2017,95,591,287,46,9,46,88,142,61,107,92,30,12,53,0,41,0,1,22,1,32,96,109
051_003,SOCA,9H4,4,3,14.13,CC011940,17.731,12.458,26/05/2018,2,29/05/2018,65.92,4,4.665,8.64,569.5,2018,5,28/03/2017,230,415,430,80,107,80,42,7,24,34,41,0,1,22,32,96,15,82,66,97,58,58,102
051_003,SOCA,9H4,4,3,12.48,CC011940,16.521,11.919,21/03/2017,2,27/03/2017,91.38,3,7.322,8.64,789.6,2017,3,11/03/2016,98,389,401,30,77,30,104,24,119,0,5,5,10,0,61,45,57,47,69,77,88,19,178
051_003,SOCA,9H4,4,3,12.25,CC011940,16.43,11.718,5/03/2016,2,8/03/2016,71.87,2,5.867,8.64,620.9,2016,3,3/03/2015,105,368,418,124,16,124,34,10,41,19,0,15,22,0,0,29,14,59,64,23,178,37,71
051_003,PLANTILLA,9H4,4,3,13.14,CC011940,17.731,12.533,26/02/2015,2,31/03/2015,77.78,1,5.919,8.64,672,2015,2,27/01/2014,58,425,249,79,43,79,47,0,89,70,18,31,5,25,8,0,0,17,46,17,42,75,42
051_003,SOCA,9H4,4,3,13.08,CC8475,15.12,10.7,3/12/2013,1,10/12/2013,73.61,5,5.628,8.64,636,2013,12,5/11/2012,143,426,437,101,20,101,0,28,45,101,30,58,41,55,109,53,79,3,0,3,39,0,160
051_003,SOCA,9H4,4,3,11.79,CC8475,16.2,11.44,2/11/2012,1,7/11/2012,53.11,4,4.505,8.64,458.9,2012,11,14/11/2011,454,708,506,88,90,88,62,202,31,1,146,190,77,98,89,0,0,12,0,12,40,0,176
