Cod_Suer,ESTADO,ZAE,ZC,Suer,Edad,Variedad,Sac,Rend,Fecha,CICLO,Fecha_Cierre,TCH_REAL,Cort_Act,TCHM_R,Area_Actual,Cana_Ent,Ano,Mes,F_C_Ant,30_DAC,PST_0-4_Meses,PRC_4-9_Meses,0-15_DDC,16-30_DDC,31-45_DDC,46-60_DDC,61-75_DDC,76-90_DDC,91-105_DDC,106-120_DDC,121-135_DDC,136-150_DDC,151-165_DDC,166-180_DDC,181-195_DDC,196-210_DDC,211-225_DDC,226-240_DDC,241-255_DDC,256-270_DDC,271-285_DDC,30_DAC_Act
065_011,SOCA,11H3,6,11,9.92,CC8592,13.08,8.06,5/01/2012,0,11/01/2012,65.75,16,6.628,0.2,13.2,2012,1,13/03/2011,229,837,746,244,89,244,60,40,75,0,85,50,10,46,79,10,82,125,116,131,154,74,223
065_011,SOCA,11H3,6,11,5.82,CC8592,15.81,11.35,9/03/2011,0,8/11/2011,89.85,15,15.438,0.2,18,2011,3,15/09/2010,82,942,866,167,67,167,144,150,109,85,53,0,63,92,137,66,124,244,28,244,37,75,277
065_011,SOCA,11H3,6,11,10.02,CC8592,16.23,11.54,14/09/2010,0,21/09/2010,91.11,14,9.093,0.75,68.3,2010,9,17/11/2009,70,269,728,75,21,75,2,0,35,5,56,10,168,56,157,82,60,30,70,30,27,68,82
065_011,SOCA,11H3,6,11,11.3,CC8592,15.203,10.795,13/11/2009,0,18/11/2009,92.13,13,8.153,0.45,41.5,2009,11,9/12/2008,156,593,337,59,15,59,115,60,65,100,120,41,84,33,5,95,55,5,0,0,15,4,87
065_011,SOCA,11H3,6,11,10.74,CC8592,15.54,10.676,6/12/2008,0,11/12/2008,99.65,12,9.278,0.75,74.7,2008,12,18/01/2008,47,856,504,152,36,152,93,47,121,134,121,166,47,35,31,23,5,65,17,65,109,6,163
065_011,SOCA,11H3,6,11,11.56,CC8592,15.34,11.01,12/01/2008,0,25/01/2008,69.27,11,5.992,0.75,52,2008,1,30/01/2007,43,564,387,63,39,63,92,44,117,10,136,34,0,20,43,9,62,28,26,28,91,74,73
065_011,SOCA,11H3,6,11,11.33,CC8592,15.87,11.38,24/01/2007,0,30/01/2007,47.38,9,4.182,0.97,46,2007,1,18/02/2006,76,696,249,86,132,86,77,58,78,48,131,0,17,13,11,4,2,18,60,18,17,107,38
065_011,SOCA,11H3,6,11,9.99,CC8592,15.7,11.22,13/02/2006,0,24/02/2006,74.46,8,7.454,0.97,72.2,2006,2,19/04/2005,44,247,620,14,135,14,12,25,3,26,18,4,15,50,56,86,99,31,80,34,122,77,112
065_011,SOCA,11H3,6,11,8.97,CC8592,15.55,11.13,17/04/2005,0,20/04/2005,81.76,7,9.115,0.97,79.3,2005,4,21/07/2004,31,388,385,14,0,14,8,19,136,78,119,81,38,7,61,60,23,4,70,4,9,32,41
065_011A,SOCA,11H3,6,011A,12.25,CC8592,15.15,10.507,9/06/2013,0,13/06/2013,58.78,17,4.798,0.67,39.4,2013,6,6/06/2012,60,102,395,3,4,3,0,33,0,0,59,46,83,77,80,23,5,4,0,3,55,22,92
065_011A,SOCA,11H3,6,011A,9.03,CC8592,14.8,10.325,31/05/2012,0,8/06/2012,59.06,16,6.54,0.67,39.6,2012,5,3/09/2011,76,916,941,185,27,185,83,155,60,201,20,30,205,82,28,52,140,54,205,54,100,45,90
065_011A,SOCA,11H3,6,011A,22.67,CC8592,17.58,13.32,31/08/2011,0,6/09/2011,86.46,15,3.814,0.55,47.6,2011,8,19/10/2009,121,292,706,54,51,54,29,67,2,0,35,5,56,10,168,131,82,107,35,82,30,82,77
065_011A,SOCA,11H3,6,011A,10.18,CC8592,15.12,10.72,9/10/2009,0,14/10/2009,67.37,13,6.618,0.3,20.2,2009,10,7/12/2008,156,593,337,59,15,59,115,60,35,75,175,36,86,36,5,60,60,30,5,50,15,4,53
065_012,SOCA,11H3,6,12,11.66,CC8592,15.43,11.22,12/06/2008,0,18/06/2008,121.6,6,10.429,2.89,351.4,2008,6,28/06/2007,34,325,602,5,43,5,66,28,26,74,78,108,38,31,38,27,20,59,164,59,67,50,221
065_012,SOCA,11H3,6,12,11.56,CC8592,14.77,10.81,23/06/2007,0,28/06/2007,100.45,5,8.689,2.89,290.3,2007,6,11/07/2006,45,199,483,9,15,9,6,18,10,50,82,70,46,78,20,18,25,27,37,12,106,56,85
065_012,SOCA,11H3,6,12,9.49,CC8592,16.52,11.94,6/07/2006,0,18/07/2006,62.07,4,6.54,3.89,241.4,2006,7,24/09/2005,20,672,718,58,126,58,82,47,125,89,87,37,28,99,91,86,69,81,51,51,120,56,56
065_012,SOCA,11H3,6,12,11.1,CC8592,17.482,12.307,20/09/2005,0,30/09/2005,73.58,3,6.629,3.89,286.2,2005,9,22/10/2004,207,474,375,89,117,89,28,7,63,58,23,41,35,7,37,66,135,14,12,14,25,3,19
065_012A,SOCA,11H3,6,012A,8.9,CC8592,14.673,10.312,20/09/2014,0,26/09/2014,68.03,16,7.643,0.8,54.4,2014,9,27/12/2013,81,437,249,78,26,78,55,111,32,14,43,97,0,22,3,21,0,0,11,0,20,75,30
065_012A,SOCA,11H3,6,012A,8.25,CC8592,14.64,9.895,10/10/2013,0,13/12/2013,92.66,15,11.231,0.3,27.8,2013,10,4/02/2013,44,468,289,79,17,79,9,93,89,37,65,24,0,5,2,34,1,24,108,21,44,47,143
065_012A,SOCA,11H3,6,012A,10.45,CC8592,16.47,11.74,1/02/2013,0,16/04/2013,61.57,14,5.892,7.4,455.7,2013,2,24/03/2012,205,548,401,124,195,124,60,0,38,4,3,0,33,0,0,67,38,86,74,83,80,23,4
065_012A,SOCA,11H3,6,012A,11.73,CC8592,14.77,10.393,21/03/2012,0,27/03/2012,97.64,13,8.324,7.39,721.6,2012,3,4/04/2011,123,477,860,20,198,20,90,5,65,65,14,1,76,49,18,162,118,155,60,190,183,38,130
065_012A,SOCA,11H3,6,012A,8.87,CC8592,16.35,12.42,21/01/2011,0,1/02/2011,72.39,12,8.161,0.3,21.7,2011,1,29/04/2010,224,415,905,63,79,63,30,70,27,68,15,67,58,72,155,88,195,93,123,90,54,0,82
065_012A,SOCA,11H3,6,012A,11.07,CC8592,13.99,9.59,27/04/2010,0,3/05/2010,100.32,11,9.063,7.39,741.4,2010,4,29/05/2009,98,219,353,55,40,55,5,15,4,0,45,8,83,27,68,43,54,28,2,28,27,13,180
065_012A,SOCA,11H3,6,012A,13.5,CC8592,15.178,10.431,25/05/2009,0,2/06/2009,125.66,10,9.308,7.39,928.6,2009,5,15/04/2008,173,610,597,169,121,169,52,40,31,23,5,53,29,79,36,39,126,128,28,102,74,5,113
065_012A,SOCA,11H3,6,012A,9.79,CC8592,15.51,10.93,10/04/2008,0,23/04/2008,106.12,9,10.84,5.4,573.1,2008,4,21/06/2007,85,345,619,27,38,27,23,71,15,19,125,104,39,46,37,31,27,59,14,59,159,103,105
065_012A,SOCA,11H3,6,012A,11.33,CC8592,15.39,11.39,16/06/2007,0,25/06/2007,105.52,8,9.313,5.4,569.8,2007,6,11/07/2006,45,199,483,9,15,9,6,18,10,50,82,70,46,78,20,18,25,27,37,12,106,56,168
065_012A,SOCA,11H3,6,012A,11.93,CC8592,16.145,11.665,7/07/2006,0,18/07/2006,100.22,7,8.401,6.2,621.4,2006,7,14/07/2005,28,339,738,2,30,2,17,50,42,90,106,34,47,150,69,82,40,25,111,25,110,70,54
065_012A,SOCA,11H3,6,012A,11.47,CC8592,15.687,10.71,7/07/2005,0,14/07/2005,99.18,6,8.646,6.2,614.9,2005,7,27/07/2004,54,392,390,16,6,16,4,60,147,82,61,91,26,11,75,42,23,56,20,46,14,32,34
065_012B,SOCA,11H3,6,012B,15.7,CC8592,16.3,11.337,22/11/2014,0,1/12/2014,134.66,13,8.577,0.9,121.2,2014,11,8/08/2013,24,474,543,44,1,44,109,24,85,36,131,35,19,117,52,48,123,34,31,34,47,37,178
065_012B,SOCA,11H3,6,012B,6.21,CC8592,16.57,11.576,2/08/2013,0,12/08/2013,49.51,12,7.972,0.9,44.6,2013,8,27/01/2013,4,402,253,11,14,11,88,1,107,88,82,10,20,5,2,22,13,3,41,4,110,27,7
065_012B,SOCA,11H3,6,012B,9.3,CC8592,15.19,11.41,3/02/2011,0,16/05/2011,92.28,12,9.923,3.1,286.1,2011,2,30/04/2010,224,412,905,60,82,60,30,70,27,68,15,67,58,72,155,93,190,128,88,93,54,0,5
065_012B,SOCA,11H3,6,012B,12.91,CC8592,14.67,10.32,14/04/2010,0,20/04/2010,98.55,11,7.634,0.8,78.8,2010,4,22/03/2009,155,399,305,86,36,86,36,5,60,60,30,5,15,4,15,30,56,50,55,68,54,21,202
065_012B,SOCA,11H3,6,012B,14.39,CC8592,16.51,11.74,18/03/2009,0,26/03/2009,135.54,10,9.419,0.8,108.4,2009,3,11/01/2008,73,884,522,164,34,164,77,40,65,199,141,155,69,34,39,23,0,53,32,24,33,84,86
065_012B,SOCA,11H3,6,012B,11.5,CC8592,15.76,11.36,7/01/2008,0,15/01/2008,88.64,9,7.708,0.8,70.9,2008,1,27/01/2007,43,503,402,30,39,30,119,44,78,55,108,62,0,20,38,7,51,46,19,74,65,94,70
065_012B,SOCA,11H3,6,012B,6.51,CC8592,14.69,10.44,19/01/2007,0,23/01/2007,76.1,8,11.69,0.8,60.9,2007,1,7/07/2006,50,151,513,11,13,11,6,18,10,50,32,99,32,98,35,9,34,0,39,0,98,69,41
065_012C,SOCA,11H3,6,012C,11.99,CC8592,16.19,11.254,22/11/2014,0,1/12/2014,89.76,13,7.486,8.59,771,2014,11,27/11/2013,219,535,211,104,25,104,26,78,55,111,32,14,43,97,0,22,3,21,0,24,0,11,178
065_012C,SOCA,11H3,6,012C,9.92,CC8592,15.1,11.11,22/11/2013,0,26/11/2013,64.88,12,6.54,1.07,69.4,2013,11,28/01/2013,4,408,253,17,14,17,82,3,131,62,82,10,20,5,2,28,7,11,33,3,110,27,131
065_012C,SOCA,11H3,6,012C,12.32,CC8592,15.385,10.784,25/01/2013,0,29/01/2013,62.11,11,5.042,1.97,122.4,2013,1,21/01/2012,175,709,163,28,67,28,102,90,177,139,78,10,13,25,7,0,33,0,0,0,49,26,4
065_012C,SOCA,11H3,6,012C,11.96,CC8592,15.42,10.289,16/01/2012,0,24/01/2012,78.01,10,6.522,1.97,153.7,2012,1,22/01/2011,54,923,560,132,110,132,58,67,319,65,40,75,0,85,45,15,18,58,52,76,67,145,50
065_012C,SOCA,11H3,6,012C,9.1,CC8592,17.928,12.806,18/01/2011,0,1/02/2011,63.47,9,6.974,1.97,125,2011,1,20/04/2010,178,506,920,135,41,135,0,77,38,57,23,62,35,48,73,161,162,137,108,140,81,53,82
065_012C,SOCA,11H3,6,012C,12.19,CC8592,14.79,10.39,14/04/2010,0,20/04/2010,111.15,8,9.118,1.9,211.2,2010,4,13/04/2009,256,273,360,0,98,0,60,40,55,5,15,4,0,45,8,83,27,43,68,45,54,28,202
065_012C,SOCA,11H3,6,012C,9.89,CC8592,14.803,10.615,9/04/2009,0,16/04/2009,125.02,7,12.641,1.9,237.5,2009,4,16/06/2008,213,279,694,23,31,23,5,65,17,109,6,84,81,134,22,74,20,119,53,134,42,65,225
065_012C,SOCA,11H3,6,012C,12.45,CC8592,16.04,11.29,4/04/2008,0,15/04/2008,110.96,6,8.912,1,111,2008,4,27/03/2007,149,416,497,55,78,55,108,62,0,0,58,7,23,74,19,55,104,89,32,89,51,43,125
065_012C,SOCA,11H3,6,012C,8.51,CC8592,13.11,9.21,21/03/2007,0,28/03/2007,66.68,5,7.835,1,66.7,2007,3,8/07/2006,47,151,513,11,13,11,6,18,10,50,32,105,28,99,32,9,34,0,39,0,98,69,150
065_012D,SOCA,11H3,6,012D,9.66,CC8592,15.8,11.63,22/11/2013,0,29/11/2013,63.67,15,6.591,4.39,279.5,2013,11,5/02/2013,47,477,286,84,17,84,5,97,84,38,68,20,0,7,0,34,1,44,109,24,23,48,131
065_012D,SOCA,11H3,6,012D,9.76,CC8592,14.04,10.27,18/02/2011,0,1/03/2011,78.96,12,8.09,0.5,39.5,2011,2,1/05/2010,299,412,905,60,82,60,30,70,27,68,15,67,58,72,167,81,190,128,89,128,53,0,110
065_012E,SOCA,11H3,6,012E,10.48,CC8592,16.19,11.55,18/12/2013,0,24/12/2013,98.52,13,9.401,2.21,217.7,2013,12,6/02/2013,47,477,286,84,17,84,5,99,85,65,38,20,0,7,0,34,1,44,109,44,23,48,191
065_012E,SOCA,11H3,6,012E,10.58,CC8592,16.9,11.79,14/03/2011,0,17/05/2011,86.52,12,8.178,2.5,216.3,2011,3,30/04/2010,224,412,905,60,82,60,30,70,27,68,15,67,58,72,155,93,190,128,88,93,54,0,229
065_012F,SOCA,11H3,6,012F,10.64,CC8592,14.85,10.582,23/12/2013,0,2/01/2014,64.24,13,6.038,0.5,32.1,2013,12,6/02/2013,47,477,286,84,17,84,5,99,85,65,38,20,0,7,0,34,1,44,109,44,23,48,169
065_012F,SOCA,11H3,6,012F,11.07,CC8592,15.07,10.92,30/03/2011,0,6/04/2011,90.4,12,8.166,0.8,72.3,2011,3,1/05/2010,299,412,905,60,82,60,30,70,27,68,15,67,58,72,167,81,190,128,89,128,53,0,203
065_012G,SOCA,11H3,6,012G,15.54,CC8592,16.5,11.65,14/11/2013,0,21/11/2013,137.38,14,8.841,0.92,126.4,2013,11,4/08/2012,3,330,348,0,0,0,49,36,103,57,85,23,20,3,1,55,22,7,82,7,5,130,89
065_012G,SOCA,11H3,6,012G,12.45,CC8592,18.14,12.37,29/07/2012,0,31/07/2012,107.68,13,8.649,0.92,99.1,2012,7,21/07/2011,130,636,872,58,18,58,52,67,145,83,155,61,200,20,55,180,82,28,77,28,115,54,7
065_012G,SOCA,11H3,6,012G,14.65,CC8592,15.56,11.41,16/07/2011,0,19/07/2011,155.22,12,10.595,0.92,142.8,2011,7,2/05/2010,344,387,905,35,107,35,30,82,27,56,15,67,63,67,167,106,180,113,89,128,53,0,130
065_013,SOCA,11H3,6,13,10.28,CC8592,15.95,10.857,12/04/2014,0,16/04/2014,87.6,14,8.521,1.6,140.2,2014,4,7/06/2013,93,202,670,7,0,7,0,34,1,44,109,23,83,24,146,35,19,110,59,111,48,123,46
065_013,SOCA,11H3,6,13,14.36,CC8592,16.75,11.817,5/06/2013,0,13/06/2013,92.82,13,6.464,0.5,46.4,2013,6,31/03/2012,192,495,406,100,205,100,45,3,35,7,0,4,29,0,48,19,63,65,70,65,80,28,106
065_013,SOCA,11H3,6,13,12.16,CC8592,14.59,10.144,24/03/2012,0,27/03/2012,92.79,12,7.631,0.5,46.4,2012,3,25/03/2011,218,649,874,65,274,65,40,75,0,85,45,15,21,55,54,75,137,81,178,83,52,206,185
065_013,SOCA,11H3,6,13,9.07,CC8592,18.37,13.5,21/03/2011,0,31/08/2011,61.45,11,6.775,0.5,30.7,2011,3,21/06/2010,120,422,982,80,29,80,15,47,35,73,63,171,149,135,146,33,53,0,103,0,134,58,187
065_013,SOCA,11H3,6,13,11.01,CC8592,13.6,9.08,17/06/2010,0,22/06/2010,100.01,10,9.083,1.6,160,2010,6,21/07/2009,60,229,426,4,15,4,15,38,83,19,51,54,29,67,2,0,35,5,56,5,10,168,142
065_013,SOCA,11H3,6,13,11.73,CC8592,16.463,11.82,17/07/2009,0,22/07/2009,121.72,9,10.377,1.6,194.7,2009,7,30/07/2008,54,513,675,17,65,17,79,36,84,81,134,22,74,5,134,53,42,65,148,65,87,45,95
065_013,SOCA,11H3,6,13,7.82,CC8592,16.47,11.74,27/07/2008,0,29/07/2008,56.68,8,7.248,1.6,90.7,2008,7,5/12/2007,83,454,748,20,27,20,59,51,137,93,47,121,183,72,166,47,50,24,15,31,5,65,54
065_013,SOCA,11H3,6,13,10.15,CC8592,14.66,10.369,2/12/2007,0,12/12/2007,79.64,7,7.847,1.6,127.4,2007,12,31/01/2007,43,599,392,98,39,98,59,42,124,3,136,34,0,20,43,9,62,28,26,28,91,79,78
065_013,SOCA,11H3,6,13,11.07,CC8592,15.29,10.92,24/01/2007,0,30/01/2007,69.36,6,6.266,1.6,111,2007,1,25/02/2006,68,606,277,67,110,67,82,56,48,132,44,0,17,15,9,6,18,10,50,10,72,80,38
065_013,SOCA,11H3,6,13,10.05,CC8592,15.89,11.38,22/02/2006,0,28/02/2006,58.63,5,5.833,1.6,93.8,2006,2,26/04/2005,69,219,687,12,115,12,24,10,14,30,2,17,3,53,107,77,76,53,125,78,83,93,65
065_013,SOCA,11H3,6,13,8.54,CC8592,15.13,10.86,22/04/2005,0,10/06/2005,75.35,4,8.823,1.6,120.6,2005,4,8/08/2004,50,477,365,12,14,12,40,164,29,117,89,28,7,63,58,23,41,35,7,65,37,66,46
065_013A,SOCA,11H3,6,013A,12.32,CC8592,15.88,11.12,5/06/2013,0,13/06/2013,74.64,13,6.059,1.1,82.1,2013,6,31/05/2012,90,131,395,7,35,7,0,29,4,0,49,18,63,65,70,80,28,0,4,0,53,14,106
065_013A,SOCA,11H3,6,013A,10.28,CC8592,17.54,12.464,24/05/2012,0,29/05/2012,77.86,12,7.574,1.1,85.6,2012,5,20/07/2011,130,654,872,76,0,76,52,27,185,83,155,60,201,20,30,205,82,28,52,19,140,54,184
065_013A,SOCA,11H3,6,013A,12.98,CC8592,16.64,12.29,16/07/2011,0,19/07/2011,101.32,11,7.806,1.1,111.5,2011,7,21/06/2010,120,422,982,80,29,80,15,47,35,73,63,171,149,135,146,33,53,0,103,0,134,58,130
065_014,SOCA,11H3,6,14,12.16,CC8592,15.78,11.01,28/12/2009,0,4/01/2010,76.98,6,6.331,1.94,149.3,2009,12,28/12/2008,96,612,322,53,119,53,42,65,176,79,25,73,25,60,40,55,5,15,4,15,0,45,99
065_014,SOCA,11H3,6,14,12.25,CC8592,15.99,11,22/12/2008,0,30/12/2008,91.56,5,7.474,3.14,287.5,2008,12,20/12/2007,94,587,644,59,20,59,51,137,93,47,121,183,72,166,47,50,24,15,5,23,65,17,128
065_014,SOCA,11H3,6,14,10.51,CC8592,15.36,10.95,15/12/2007,0,26/12/2007,91.15,4,8.673,1.24,113,2007,12,2/02/2007,43,631,376,98,39,98,69,48,111,14,154,2,0,38,25,25,71,3,26,3,92,94,68
065_014,SOCA,11H3,6,14,10.09,CC8592,15.86,11.38,31/01/2007,0,7/02/2007,54.33,3,5.385,3.3,179.3,2007,1,3/04/2006,218,429,391,67,74,67,60,131,0,17,13,2,13,2,18,58,19,105,41,115,90,43,43
065_014,SOCA,11H3,6,14,11.27,CC8592,16.22,11.15,5/04/2006,0,2/05/2006,121.16,2,10.751,3.3,399.8,2006,4,1/05/2005,82,201,687,18,91,18,22,6,14,30,2,17,50,42,90,106,34,47,155,47,64,82,231
065_014,PLANTILLA,11H3,6,14,13.27,CC8592,16,11.46,19/04/2005,0,13/10/2005,98.36,1,7.413,3.3,324.6,2005,4,16/03/2004,24,545,530,97,130,97,109,61,10,10,31,23,27,14,8,4,102,105,122,147,51,74,39
065_014A,SOCA,11H3,6,014A,13.04,CC8592,16.037,10.986,16/12/2014,1,23/12/2014,91.37,7,7.007,2.6,237.6,2014,12,19/11/2013,122,447,242,19,35,19,110,59,48,123,34,31,24,50,80,14,8,21,3,12,0,11,91
065_014A,SOCA,11H3,6,014A,13.4,CC8592,18.695,13.079,14/11/2013,1,21/11/2013,89.25,6,6.66,4.54,405.2,2013,11,8/10/2012,67,376,434,74,76,74,80,28,0,4,40,21,17,84,5,97,84,38,68,37,20,0,89
065_014A,SOCA,11H3,6,014A,11.93,CC8592,18.011,12.711,3/10/2012,1,9/10/2012,62.61,5,5.248,4.54,284.3,2012,10,11/10/2011,157,856,727,119,115,119,74,173,30,185,41,61,28,157,60,195,124,60,0,50,38,4,49
065_014A,SOCA,11H3,6,014A,12.12,CC8592,16.914,12.563,7/10/2011,1,11/10/2011,94.44,4,7.792,4.54,428.8,2011,10,8/10/2010,130,780,931,209,77,209,93,110,82,0,0,110,132,58,67,264,120,20,90,20,5,65,129
065_014A,SOCA,11H3,6,014A,11.14,CC8592,16.441,11.813,3/10/2010,1,15/12/2010,80.5,3,7.226,4.54,365.5,2010,10,2/11/2009,102,213,716,21,54,21,75,2,0,35,5,56,10,168,56,157,82,60,30,60,70,27,83
065_014A,SOCA,11H3,6,014A,11.43,CC8592,16.28,11.69,27/10/2009,1,3/11/2009,61.82,2,5.408,0.8,49.5,2009,10,18/11/2008,203,417,547,30,52,30,48,126,45,15,71,214,36,34,88,5,55,40,55,40,5,15,91
065_014A,PLANTILLA,11H3,6,014A,12.68,CC8592,15.31,10.61,14/11/2008,1,21/11/2008,131.7,1,10.386,2.6,342.4,2008,11,30/10/2007,186,409,835,38,25,38,51,22,61,3,171,90,34,84,186,121,155,69,42,69,31,23,191
065_014A,SOCA,11H3,6,014A,11.79,CC8592,16.05,11.99,3/07/2007,0,23/07/2007,51.12,4,4.336,3.97,203,2007,7,14/07/2006,17,211,464,9,2,9,6,18,43,20,104,49,79,49,16,14,25,27,42,27,108,55,0
065_014A,SOCA,11H3,6,014A,11.83,CC8592,16.179,11.694,8/07/2006,0,18/07/2006,92.5,3,7.819,6.22,575.4,2006,7,18/07/2005,28,332,765,4,18,4,15,50,56,86,99,31,80,122,77,99,13,65,107,65,74,97,50
065_014A,SOCA,11H3,6,014A,12.94,CC8592,16.019,11.039,15/07/2005,0,19/07/2005,40.94,2,3.164,6.22,254.6,2005,7,21/06/2004,22,287,541,50,10,50,0,14,8,19,136,78,119,81,38,7,61,60,23,60,4,70,28
065_014B,SOCA,11H3,6,014B,10.45,CC8592,16.519,11.606,7/10/2014,0,21/10/2014,92.32,18,8.835,3.54,326.8,2014,10,27/11/2013,219,535,211,104,25,104,26,78,55,111,32,14,43,97,0,22,3,21,0,24,0,11,80
065_014B,SOCA,11H3,6,014B,9.59,CC8592,15.023,10.53,22/11/2013,0,26/11/2013,75.79,17,7.903,6.78,513.8,2013,11,7/02/2013,47,479,321,86,17,86,3,102,83,79,23,20,0,7,0,34,1,44,109,44,23,83,131
065_014B,SOCA,11H3,6,014B,11.2,CC8592,15.65,11.194,3/02/2013,0,8/02/2013,77.2,16,6.893,6.78,523.4,2013,2,4/03/2012,95,661,305,129,90,129,185,45,45,11,27,7,0,33,0,0,49,21,60,18,68,67,16
065_014B,SOCA,11H3,6,014B,11.7,CC8592,16.701,12.057,29/02/2012,0,7/03/2012,94.76,15,8.099,6.78,642.5,2012,2,15/03/2011,232,842,741,244,124,244,43,24,73,0,90,46,9,46,79,10,107,136,115,111,119,74,100
065_014B,SOCA,11H3,6,014B,9.03,CC8592,14.92,10.7,9/03/2011,0,15/03/2011,78.71,14,8.716,3.24,255,2011,3,11/06/2010,142,396,950,19,66,19,80,15,67,58,72,140,99,184,105,126,54,0,0,0,110,132,277
065_014B,SOCA,11H3,6,014B,12.02,CC8592,15.7,10.78,7/06/2010,0,8/07/2010,104.02,13,8.654,3.19,331.8,2010,6,11/06/2009,60,137,345,5,55,5,15,4,0,45,8,83,25,45,68,54,28,2,14,2,26,0,142
065_014B,SOCA,11H3,6,014B,14.09,CC8592,15.68,11,6/06/2009,0,30/06/2009,119.27,12,8.465,3.26,388.8,2009,6,9/04/2008,105,606,597,135,136,135,104,34,24,38,0,24,61,33,84,39,119,94,69,91,59,15,41
065_014B,SOCA,11H3,6,014B,12.45,CC8592,15.672,11.033,5/04/2008,0,15/04/2008,117.78,11,9.46,5.53,651.3,2008,4,28/03/2007,153,416,497,55,78,55,108,62,0,20,38,7,51,46,19,65,94,90,46,89,36,43,112
065_014B,SOCA,11H3,6,014B,8.44,CC8592,15.58,10.93,21/03/2007,0,28/03/2007,71.61,10,8.485,4,286.5,2007,3,10/07/2006,38,189,493,9,15,9,6,18,10,50,72,80,46,78,20,18,25,12,52,12,98,64,150
065_014B,SOCA,11H3,6,014B,11.83,CC8592,16.854,12.241,7/07/2006,0,18/07/2006,105.73,9,8.937,4,422.9,2006,7,17/07/2005,28,341,768,4,30,4,15,50,56,86,96,34,77,125,77,69,43,65,91,28,90,97,54
065_014B,SOCA,11H3,6,014B,13.77,CC8592,16.09,11.045,15/07/2005,0,19/07/2005,156.08,8,11.335,4,624.3,2005,7,27/05/2004,170,148,618,31,10,31,23,27,4,17,5,40,167,66,77,91,26,11,74,7,43,23,28
065_014C,SOCA,11H3,6,014C,10.68,CC8592,17.288,12.173,6/10/2014,1,7/10/2014,88.2,7,8.259,1.94,171.1,2014,10,19/11/2013,122,447,242,19,35,19,110,59,48,123,34,31,24,50,80,14,8,21,3,12,0,11,80
065_014C,SOCA,11H3,6,014C,9.99,CC8592,15.29,10.93,15/12/2007,0,26/12/2007,80.06,6,8.014,1.94,155.3,2007,12,18/02/2007,44,565,461,69,98,69,80,79,26,144,0,0,38,25,25,71,15,14,106,26,80,87,68
065_014C,SOCA,11H3,6,014C,7.26,CC8592,15.28,10.97,14/02/2007,0,20/02/2007,44.19,5,6.087,2.2,97.2,2007,2,11/07/2006,45,199,483,9,15,9,6,18,10,50,82,70,46,78,20,18,25,27,37,12,106,56,34
065_014D,SOCA,11H3,6,014D,8.44,CC8592,13.16,9.23,21/03/2007,0,28/03/2007,135.45,4,16.049,1,135.5,2007,3,10/07/2006,38,189,493,9,15,9,6,18,10,50,72,80,46,78,20,18,25,12,52,12,98,64,150
065_014E,SOCA,11H3,6,014E,9.4,CC8592,13.97,10,9/03/2011,0,15/03/2011,92.59,8,9.85,3.54,327.8,2011,3,31/05/2010,189,405,935,70,30,70,27,68,15,67,58,72,167,81,190,128,89,53,0,54,55,100,277
065_014E,SOCA,11H3,6,014E,8.87,CC8592,14.617,9.906,28/05/2010,0,31/05/2010,97.55,7,10.997,3.54,345.3,2010,5,3/09/2009,19,397,571,56,30,56,50,55,54,21,75,2,0,35,5,56,10,168,56,168,157,82,265
065_014E,SOCA,11H3,6,014E,12.91,CC8592,15.75,11.43,30/08/2009,0,1/09/2009,148.02,6,11.465,2.34,346.4,2009,8,7/08/2008,23,532,715,33,61,33,84,39,119,94,69,59,15,51,123,45,15,110,175,86,36,86,19
065_014E,SOCA,11H3,6,014E,10.64,CC8592,15.21,10.88,2/08/2008,0,13/08/2008,140.32,5,13.188,2.34,328.3,2008,8,17/09/2007,86,507,971,93,106,93,74,39,32,43,27,56,3,171,100,26,138,135,121,135,169,52,38
065_014E,SOCA,11H3,6,014E,7.46,CC8592,15.57,11.345,15/09/2007,0,18/09/2007,70.73,4,9.481,2.3,162.7,2007,9,3/02/2007,43,633,374,98,39,98,69,80,79,26,144,0,0,38,25,25,71,15,14,3,106,80,74
065_014F,SOCA,11H3,6,014F,14.23,CC8592,18.27,12.673,7/11/2014,0,12/11/2014,129.04,17,9.068,2.27,292.9,2014,11,6/09/2013,13,462,574,23,109,23,86,36,131,35,19,111,58,48,123,34,31,47,27,24,80,15,191
065_014F,SOCA,11H3,6,014F,12.12,CC8592,18.33,12.644,1/09/2013,0,5/09/2013,95,16,7.838,2.27,215.6,2013,9,2/09/2012,33,399,448,26,49,26,103,65,87,23,20,0,4,55,22,7,82,5,129,5,70,74,35
065_014F,SOCA,11H3,6,014F,12.68,CC8592,20.764,14.358,29/08/2012,0,3/09/2012,85.08,15,6.71,2.27,193.1,2012,8,14/08/2011,15,645,1029,10,49,10,147,96,190,44,99,148,30,205,76,6,63,157,48,142,172,124,33
065_014F,SOCA,11H3,6,014F,12.29,CC8592,16.97,12.52,7/08/2011,0,9/08/2011,81.9,14,6.664,2.27,185.9,2011,8,3/08/2010,109,713,968,35,62,35,48,73,161,162,137,108,81,53,0,63,167,65,64,140,138,229,60
